# {"t_start": 1621263909.968545, "env_id": "Fetch-M3-v0"} 
r,l,t
-552.02072,1000,17.01806
-516.432426,1000,31.765427
-1023.408522,1000,88.618689
-1009.805308,1000,104.881444
-1063.296479,1000,169.541671
-992.377016,1000,185.329439
-976.883567,1000,249.279849
-667.112461,1000,264.677024
-732.511161,1000,325.018919
-1030.659537,1000,339.94106
-586.318278,1000,400.29381
-595.514178,1000,415.637145
-607.30893,1000,480.39255
-170.824022,1000,496.698731
-635.388625,1000,561.286943
-729.785453,1000,576.579254
-233.443252,1000,639.711936
-179.223383,1000,655.15583
-921.54067,1000,715.70401
-172.677133,1000,729.81047
-585.35868,1000,793.057453
-357.202319,1000,807.509369
-757.271914,1000,870.306804
-373.339284,1000,884.7359
-365.048831,1000,946.209816
-110.771008,1000,961.169884
-312.607606,1000,1025.901506
-716.957929,1000,1041.483014
-175.346087,1000,1101.527059
-178.319306,1000,1115.835531
-534.469942,1000,1179.698754
-563.00847,1000,1193.459991
-359.953355,1000,1254.953239
-297.98923,1000,1268.235275
-236.907269,1000,1328.622207
-143.978214,1000,1344.255116
-210.80477,1000,1407.567276
-220.318596,1000,1421.942042
-390.921844,1000,1486.62375
-326.608209,1000,1502.038056
-544.093237,1000,1564.655666
-106.037991,1000,1580.838178
-566.402866,1000,1645.312259
-131.880699,1000,1660.03264
-311.232492,1000,1724.811261
-296.351438,1000,1738.529353
-375.338401,1000,1803.265768
-310.803387,1000,1816.886991
-164.990569,1000,1884.057942
-300.008352,1000,1898.778187
-1285.178418,1000,1963.115514
-195.578516,1000,1978.384713
-245.897338,1000,2048.843585
-306.717348,1000,2062.34184
-269.370007,1000,2127.385902
-73.555247,1000,2141.795558
-314.082442,1000,2206.268417
-59.214993,1000,2221.627961
-200.024334,1000,2284.69256
-245.242542,1000,2298.53925
-614.765845,1000,2361.682307
-289.245294,1000,2376.091459
-238.462846,1000,2439.097984
-285.99738,1000,2453.532282
-303.676363,1000,2517.6396
-593.592126,1000,2531.297835
-757.933271,1000,2595.617548
-699.533938,1000,2609.927654
-579.009692,1000,2671.268048
-267.774336,1000,2686.809079
-649.076453,1000,2745.577028
-647.79493,1000,2759.974426
-192.737256,1000,2827.050756
-283.279155,1000,2841.857136
-349.431054,1000,2905.041347
-576.399765,1000,2917.485028
-182.945291,1000,2980.5674
-438.085925,1000,2994.220868
-320.068486,1000,3057.252911
-490.557746,1000,3072.734773
-318.003605,1000,3141.588963
-301.501165,1000,3155.033027
-89.865556,1000,3218.993168
-101.455644,1000,3233.504005
-131.547347,1000,3303.061997
-125.857174,1000,3317.004196
-310.267414,1000,3383.516963
-217.655369,1000,3399.64302
-251.394188,1000,3463.105341
-187.589197,1000,3477.130589
-423.323872,1000,3555.811723
-557.274656,1000,3571.863487
-627.533591,1000,3647.651697
-173.220095,1000,3663.990889
-340.622117,1000,3738.765084
-300.973144,1000,3755.54197
-171.222484,1000,3827.781731
-262.165429,1000,3844.817663
-133.271074,1000,3915.698781
-385.349816,1000,3932.513849
-157.584425,1000,4000.714861
-1009.515447,1000,4016.576683
-765.292762,1000,4086.553962
-142.690991,1000,4104.361745
-326.529493,1000,4175.37671
-143.860627,1000,4191.615327
-205.360868,1000,4261.641504
-197.326262,1000,4280.385095
-237.165014,1000,4352.934678
-358.797761,1000,4370.381476
-565.904685,1000,4442.960472
-484.893625,1000,4459.405828
-409.575988,1000,4532.900464
-570.336072,1000,4549.35603
-549.259712,1000,4619.236518
-554.525526,1000,4636.013751
-62.195108,1000,4709.16752
-195.802074,1000,4726.781961
-277.980589,1000,4796.950795
-392.139105,1000,4814.798319
-225.112385,1000,4883.414665
-561.18692,1000,4899.391939
-184.039517,1000,4971.439702
-315.553887,1000,4989.174934
-224.771208,1000,5063.508185
-539.822693,1000,5079.222544
-313.124661,1000,5151.62995
-305.226476,1000,5168.5363
-326.669212,1000,5241.88625
-542.037273,1000,5257.115618
-253.650144,1000,5332.824463
-263.193657,1000,5350.022589
-236.696233,1000,5419.631182
-252.573164,1000,5436.596154
-297.728563,1000,5512.60045
-176.65874,1000,5528.699016
-231.295059,1000,5599.976338
-302.586208,1000,5616.899023
-961.306417,1000,5698.782792
-249.97003,1000,5714.8922
-320.456727,1000,5786.585487
-191.838811,1000,5802.23858
-98.213426,1000,5873.339178
-329.757762,1000,5890.322663
-382.839237,1000,5963.179199
-66.419122,1000,5979.874172
-203.144876,1000,6050.602344
-140.579947,1000,6071.049515
-279.667891,1000,6144.269023
-298.575905,1000,6158.889895
-170.988066,1000,6232.988096
-111.213092,1000,6250.449521
-134.918682,1000,6322.836972
-242.499335,1000,6339.648071
-113.354807,1000,6415.936541
-82.374913,1000,6431.930391
-121.835598,1000,6503.669136
-234.481824,1000,6519.066881
-84.8333,1000,6590.903222
-158.602332,1000,6608.3816
-141.649383,1000,6678.653551
-215.442359,1000,6695.443801
-782.96332,1000,6772.342577
-116.036194,1000,6790.275582
-573.145231,1000,6863.745084
-123.042238,1000,6877.63093
-528.448097,1000,6947.814374
-318.628068,1000,6964.12613
-138.218417,1000,7036.273828
-216.252772,1000,7050.999358
-199.772299,1000,7123.116177
-255.920877,1000,7139.184833
-161.68428,1000,7213.590832
-368.827137,1000,7230.964346
-602.747906,1000,7307.767303
-109.995052,1000,7324.237554
-116.056348,1000,7399.274576
-174.461969,1000,7417.410624
-31.072085,1000,7486.729207
-97.98665,1000,7503.886548
-326.89712,1000,7575.41076
-332.630495,1000,7592.353486
-202.891782,1000,7656.81186
-666.046719,1000,7671.85532
-339.424411,1000,7747.263482
-627.460663,1000,7763.27984
-283.676195,1000,7834.522997
-177.967142,1000,7850.478065
-847.726993,1000,7924.090646
-124.667855,1000,7940.231621
-291.361248,1000,8015.477437
-341.867992,1000,8029.786216
-374.584713,1000,8099.60937
-264.030627,1000,8116.021125
-257.565391,1000,8183.574893
-883.368627,1000,8202.509945
-865.201942,1000,8276.399495
-104.125372,1000,8292.410359
-142.777359,1000,8357.241169
-518.714629,1000,8372.367077
-660.680741,1000,8436.273543
-320.563712,1000,8453.46693
-242.703863,1000,8514.66418
-248.201857,1000,8529.8335
-307.107636,1000,8589.482866
-224.374137,1000,8605.431741
-686.72437,1000,8667.503895
-491.098315,1000,8684.381911
-504.433636,1000,8753.257474
-365.287161,1000,8770.575906
-136.254823,1000,8834.01723
-225.248922,1000,8850.206978
-199.110572,1000,8913.37264
-602.44404,1000,8929.109899
-697.537873,1000,8994.53001
-644.525894,1000,9010.878512
-269.529884,1000,9071.946074
-576.832221,1000,9086.293781
-135.879758,1000,9146.48072
-349.558116,1000,9162.023524
-378.20073,1000,9224.352613
-265.174947,1000,9238.794301
-831.959972,1000,9299.206764
-244.800082,1000,9314.056682
-436.477412,1000,9379.855695
-1131.10545,1000,9393.686371
-77.133752,1000,9461.040128
-885.839837,1000,9477.291409
-717.632158,1000,9542.673074
-633.270165,1000,9562.482463
-613.903137,1000,9629.708387
-248.255248,1000,9645.694974
-417.533154,1000,9711.738228
-287.853113,1000,9727.218709
-301.614273,1000,9790.838179
-327.234893,1000,9804.676572
-92.583501,1000,9872.64807
-537.769572,1000,9888.54083
-176.432698,1000,9951.65548
-186.698009,1000,9966.40177
-767.859287,1000,10041.377183
-565.337383,1000,10058.045214
-749.700539,1000,10129.183933
-356.536735,1000,10144.480823
-599.405413,1000,10212.260496
-917.152309,1000,10229.908729
-659.289666,1000,10293.895162
-277.621565,1000,10310.917798
-980.180794,1000,10379.918452
-639.447414,1000,10397.757944
-240.145124,1000,10465.304483
-332.41817,1000,10480.997274
-383.092462,1000,10549.275698
-318.640814,1000,10564.346345
-197.87699,1000,10628.456555
-361.706554,1000,10644.656307
