# {"t_start": 1621275657.2373025, "env_id": "Fetch-M1-v0"} 
r,l,t
-296.199909,1000,102.952621
-551.144397,1000,135.166582
-1111.511085,1000,165.290302
-244.305203,1000,199.728504
-562.638439,1000,233.505614
-266.728719,1000,267.277456
-555.41073,1000,300.073391
-713.191076,1000,336.509166
-740.393203,1000,370.331132
-623.441289,1000,920.638612
-721.161862,1000,952.409479
-609.073391,1000,983.009634
-724.890761,1000,1016.00176
-667.467499,1000,1052.178812
-444.077023,1000,1082.472652
-1306.112232,1000,1115.118893
-677.735071,1000,1147.597706
-577.51226,1000,1175.968775
-566.768247,1000,1205.828294
-95.176972,1000,1718.010912
-554.044464,1000,1747.540484
-562.646178,1000,1776.116387
-761.017588,1000,1809.044256
-586.275464,1000,1839.784714
-789.488625,1000,1870.011896
-702.416288,1000,1901.969353
-740.142383,1000,1931.687227
-768.591019,1000,1961.767233
-784.478155,1000,1991.300219
-587.580845,1000,2522.862926
-437.897097,1000,2550.789535
-538.655513,1000,2576.693801
-238.921305,1000,2607.160797
-566.080885,1000,2635.640757
-562.582381,1000,2663.287977
-719.836267,1000,2692.329143
-532.611473,1000,2720.974602
-591.051014,1000,2748.993193
-729.507187,1000,2776.079393
-617.473706,1000,3316.032176
-786.790293,1000,3339.776685
-595.593636,1000,3368.432228
-1220.625389,1000,3394.249023
-744.435665,1000,3421.767714
-622.86129,1000,3448.881111
-682.979847,1000,3474.623263
-750.668978,1000,3501.681078
-751.730782,1000,3528.358855
-670.337438,1000,3555.204226
-570.628173,1000,4101.524466
-609.7191,1000,4126.005062
-557.611803,1000,4151.427902
-700.662053,1000,4178.109151
-720.090265,1000,4202.588912
-773.071019,1000,4228.919381
-557.087283,1000,4254.964864
-966.618722,1000,4282.44287
-713.060554,1000,4310.135444
-592.508012,1000,4335.966881
-521.226507,1000,4892.225522
-614.998373,1000,4915.857883
-738.972294,1000,4938.753882
-600.124943,1000,4962.029831
-711.671069,1000,4988.638795
-1138.466962,1000,5016.823003
-768.18587,1000,5045.478397
-611.376984,1000,5070.723225
-728.185929,1000,5098.99713
-643.401951,1000,5130.802115
-526.923929,1000,5661.493137
-571.476817,1000,5685.153836
-620.112104,1000,5707.516502
-678.31725,1000,5732.864096
-673.570733,1000,5759.158395
-579.153423,1000,5786.033828
-569.847152,1000,5813.937276
-791.802291,1000,5841.492516
-1017.462613,1000,5869.043282
-743.212056,1000,5898.755497
-598.727075,1000,6404.168103
-665.477861,1000,6428.950413
-776.441684,1000,6456.4794
-1113.112027,1000,6481.326573
-230.718574,1000,6507.488558
-1313.714787,1000,6534.236623
-705.146603,1000,6561.016131
-580.87924,1000,6588.964277
-1236.052194,1000,6614.943298
-571.416674,1000,6643.29257
-969.543374,1000,7159.214152
-555.186008,1000,7185.059484
-551.640675,1000,7209.038597
-594.969481,1000,7235.68729
-723.394381,1000,7259.191635
-577.175133,1000,7285.24558
-813.91465,1000,7310.844683
-577.913852,1000,7339.968324
-737.395945,1000,7368.117377
-648.492142,1000,7398.329056
-558.476344,1000,7900.629883
-727.82786,1000,7924.948117
-769.151201,1000,7951.723947
-196.79006,1000,7977.112661
-720.839126,1000,8005.745298
-112.371666,1000,8034.38236
-743.148952,1000,8062.602362
-758.12863,1000,8090.767586
-667.804732,1000,8117.108729
-683.664571,1000,8145.328916
-736.307732,1000,8645.665405
-688.144322,1000,8671.997197
-734.84382,1000,8699.729707
-763.075699,1000,8728.457582
-627.447467,1000,8757.896389
-548.965968,1000,8785.965248
-554.708107,1000,8814.520778
-571.509246,1000,8841.375034
-795.179289,1000,8869.471057
-699.716778,1000,8896.963807
-458.228314,1000,9397.547378
-264.490418,1000,9423.644305
-570.027578,1000,9450.268173
-669.711112,1000,9477.713728
-601.861547,1000,9505.006079
-664.398552,1000,9535.466493
-667.123889,1000,9564.239418
-754.745142,1000,9591.736366
-773.934598,1000,9619.020699
-1207.433922,1000,9648.245286
-751.274101,1000,10137.027081
-712.903874,1000,10163.919305
-576.249585,1000,10190.753272
-752.835067,1000,10219.846143
-554.757869,1000,10249.519324
-728.045848,1000,10277.274101
-655.272593,1000,10305.546922
-557.661099,1000,10335.307105
-626.325418,1000,10364.618286
-226.899503,1000,10392.526406
-564.398645,1000,10903.682959
-750.915758,1000,10931.057085
-377.455226,1000,10961.186139
-578.643411,1000,10989.794163
-553.717352,1000,11018.236949
-661.482366,1000,11047.87658
-666.78623,1000,11075.330508
-756.04453,1000,11106.095728
-1072.045298,1000,11133.974874
-786.262976,1000,11159.35231
-1215.007748,1000,11710.304193
-682.926056,1000,11740.320775
-608.122707,1000,11769.001414
-1297.768792,1000,11799.783935
-748.804371,1000,11828.644724
-626.938914,1000,11856.830504
-643.015844,1000,11886.101026
-753.560282,1000,11915.441222
-753.601127,1000,11947.585343
-562.40989,1000,11975.054856
-1079.264952,1000,12530.473351
-700.659773,1000,12559.500958
-460.739837,1000,12588.3365
-779.824444,1000,12617.038728
-738.873704,1000,12644.660775
-748.001653,1000,12672.795696
-574.83062,1000,12700.827397
-767.839239,1000,12731.879012
-536.524968,1000,12760.842321
-752.661843,1000,12791.933175
-451.679727,1000,13351.095563
-770.214562,1000,13379.190629
-441.86116,1000,13406.705963
-733.503446,1000,13438.491015
-764.683918,1000,13466.022428
-1200.118849,1000,13494.361594
-566.472561,1000,13523.921961
-707.599681,1000,13554.894605
-564.601615,1000,13586.25235
-723.957638,1000,13618.149487
-676.183991,1000,14169.693238
-509.0557,1000,14199.717849
