# {"t_start": 1621275666.4358141, "env_id": "Fetch-M1-v0"} 
r,l,t
-677.209214,1000,104.589849
-1012.037446,1000,142.171299
-603.257709,1000,177.101909
-1219.809409,1000,216.480186
-938.616873,1000,256.874225
-496.423655,1000,298.183337
-942.681223,1000,335.967839
-1124.697024,1000,374.032211
-762.95857,1000,403.070832
-749.80898,1000,1060.4798
-517.100931,1000,1090.18212
-655.604959,1000,1121.89477
-578.726157,1000,1151.269007
-666.071203,1000,1178.33667
-523.419979,1000,1204.994859
-532.374354,1000,1230.733714
-787.858237,1000,1255.883219
-790.256064,1000,1277.975135
-572.548843,1000,1300.193768
-626.224101,1000,1762.271222
-459.87599,1000,1794.100488
-523.098104,1000,1825.42212
-538.715288,1000,1854.060373
-530.105438,1000,1883.846325
-602.485457,1000,1910.762407
-111.038557,1000,1940.979251
-408.106112,1000,1970.759932
-382.335055,1000,1998.785837
-617.106489,1000,2025.641606
-138.293503,1000,2624.83743
-115.755341,1000,2653.937516
-230.186123,1000,2682.721448
-265.237759,1000,2709.978365
-140.340998,1000,2738.606821
-344.988035,1000,2767.443007
-641.518489,1000,2794.208148
-511.802675,1000,2823.727426
-712.502579,1000,2851.3946
-858.777286,1000,2877.392313
-770.233293,1000,3522.115638
-811.500025,1000,3552.236981
-829.931874,1000,3580.770518
-817.835217,1000,3609.548823
-339.151602,1000,3635.885755
-187.19865,1000,3663.201634
-746.233856,1000,3687.416639
-631.352503,1000,3712.252629
-641.873389,1000,3737.912215
-548.53663,1000,3761.125974
-585.951335,1000,4259.380021
-673.126012,1000,4284.492435
-616.161848,1000,4309.7837
-593.2978,1000,4335.832562
-611.267713,1000,4362.160946
-664.280993,1000,4387.939561
-281.437313,1000,4415.282179
-325.52109,1000,4444.263209
-281.351444,1000,4471.017184
-287.604279,1000,4496.931306
-290.708217,1000,5029.170303
-348.272816,1000,5055.959117
-148.065777,1000,5084.082945
-111.375941,1000,5111.355879
-302.199864,1000,5137.326973
-179.839286,1000,5167.191141
-283.575617,1000,5196.687038
-501.040622,1000,5222.985582
-323.081109,1000,5249.637028
-506.384492,1000,5275.745673
-423.037157,1000,5821.55624
-493.077885,1000,5849.380657
-384.74887,1000,5878.665617
-849.841104,1000,5905.883028
-380.881697,1000,5932.439591
-529.286494,1000,5956.810677
-686.81863,1000,5981.070865
-918.078779,1000,6005.802562
-612.026147,1000,6029.458
-897.630259,1000,6054.252242
-799.772741,1000,6561.719446
-1015.552955,1000,6588.216833
-720.569309,1000,6613.40045
-1059.191975,1000,6640.338898
-167.643686,1000,6666.7027
-109.776823,1000,6692.850414
-365.078737,1000,6719.827348
-440.393082,1000,6742.729596
-660.586448,1000,6771.729344
-389.182008,1000,6795.161252
-286.407171,1000,7299.527421
-1236.039536,1000,7328.049845
-810.998638,1000,7358.952193
-724.357478,1000,7390.344277
-344.683876,1000,7415.981477
-1008.833858,1000,7444.45724
-183.943458,1000,7471.116198
-108.365171,1000,7495.987435
-483.718208,1000,7521.884084
-800.666178,1000,7546.211548
-89.410643,1000,8095.966223
-719.523287,1000,8124.3202
-265.931874,1000,8151.511018
-161.243102,1000,8177.082785
-374.180835,1000,8203.320575
-305.608225,1000,8228.189453
-179.717169,1000,8252.43956
-319.707695,1000,8279.682079
-1097.150854,1000,8306.741492
-91.719303,1000,8330.312638
-317.033979,1000,8878.944259
-314.205996,1000,8906.083892
-787.466218,1000,8932.203153
-445.077013,1000,8958.504571
