param_noise_stddev,prob_satisfiability,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.16720346283821505,0.0,-2.7042391300201416,1.4355401992797852,-0.32151055335998535,0.7990922927856445,-2.113386869430542,1.5538843870162964,-0.9363744854927063,0.0772060826420784,-0.9711530208587646,0.013268135488033295,0.7191952466964722,1000.0,2.0,-729.0859375,-729.0859375,7.243865966796875,7.243865966796875,26.53387427330017,2.0,1,2000,75.37534773097606,2.045602798461914,0.028992842882871628,1.1017524003982544
0.16067924131698763,0.0,-1.7709842920303345,1.3747611045837402,0.4991406202316284,0.8655247688293457,-1.1134297847747803,1.3494129180908203,0.00016941070498432964,0.999626636505127,-1.8524857759475708,-0.2970999777317047,0.7678896188735962,975.0,4.0,-840.5433349609375,-840.5433349609375,158.01416015625,158.01416015625,92.77489924430847,4.0,2,4000,43.11511014920764,1.8507519960403442,0.027239834889769554,0.016611158847808838
0.15440959267203633,0.0,-2.995469570159912,0.9729306101799011,0.4998154938220978,0.8659175038337708,-2.753072500228882,0.8314298987388611,0.4605797529220581,0.8462740778923035,-1.4368896484375,-0.12514670193195343,0.8575208187103271,983.3333333333334,6.0,-759.2256469726562,-759.2256469726562,182.38082885742188,182.38082885742188,161.14493775367737,6.0,3,6000,37.233561808633844,2.922480583190918,0.02960199862718582,0.6647905111312866
0.16067924131698763,0.0,-7.197457313537598,0.9879245162010193,0.49973320960998535,0.8658691048622131,-7.276765823364258,0.9532870650291443,0.4999557137489319,0.8659993410110474,-2.2043328285217285,0.026063064113259315,0.896281361579895,987.5,8.0,-751.2167358398438,-751.2167358398438,159.62681579589844,159.62681579589844,228.7876377105713,8.0,4,8000,34.96692426240456,6.998039722442627,0.08968754857778549,0.25197646021842957
0.1454608210542347,0.0,-10.199991226196289,1.6492338180541992,0.2124430537223816,0.7815185785293579,-10.007918357849121,1.6347442865371704,-0.023083506152033806,0.8459740281105042,-3.3083953857421875,0.1548365354537964,0.8930824398994446,990.0,10.0,-734.1677856445312,-734.1677856445312,148.04827880859375,148.04827880859375,293.683269739151,10.0,5,10000,34.0502882880662,9.293144226074219,0.14056991040706635,0.6163668632507324
0.11921161154572088,0.0,-10.000594139099121,1.8639650344848633,0.24492515623569489,0.8343620896339417,-9.720396041870117,1.756805181503296,0.03715822100639343,0.8786848187446594,-4.50154447555542,0.08665616810321808,0.8765612244606018,991.6666666666666,12.0,-754.99462890625,-754.99462890625,151.14129638671875,151.14129638671875,357.3535649776459,12.0,6,12000,33.58018829545091,9.095290184020996,0.10317818820476532,0.7614439725875854
0.10166619702807067,0.0,-10.573515892028809,1.5406123399734497,0.2587328255176544,0.7921101450920105,-10.434889793395996,1.4013550281524658,0.4790562689304352,0.6800053715705872,-5.130171775817871,0.13341285288333893,0.8556793928146362,992.8571428571429,14.0,-780.57373046875,-780.57373046875,163.71185302734375,163.71185302734375,429.82063031196594,14.0,7,14000,32.57172646608128,10.365225791931152,0.0904262512922287,0.4595010280609131
0.0833199695945773,0.0,-10.986361503601074,1.648077130317688,-0.029483208432793617,0.8739417791366577,-10.762167930603027,1.5921622514724731,0.02855694852769375,0.8109230995178223,-5.586399555206299,0.13115623593330383,0.8422203660011292,993.75,16.0,-732.8560180664062,-732.8560180664062,231.72314453125,231.72314453125,495.6956923007965,16.0,8,16000,32.27786774933467,10.318201065063477,0.1550191044807434,0.4010760188102722
0.07105704163663924,0.0,-10.799607276916504,1.8412268161773682,-0.004506559576839209,0.9344452023506165,-10.544439315795898,1.7724275588989258,0.10566981136798859,0.9095494747161865,-5.592309474945068,0.13407708704471588,0.8297719359397888,994.4444444444445,18.0,-681.2604370117188,-681.2604370117188,262.9181213378906,262.9181213378906,566.3207633495331,18.0,9,18000,31.784107461534838,9.25343132019043,0.16179786622524261,0.3229730725288391
0.06305951655006926,0.0,-10.389945030212402,1.9837145805358887,-0.005024342332035303,0.9661242961883545,-10.107427597045898,1.9169174432754517,0.01317864190787077,0.9791598916053772,-5.913976669311523,0.13037298619747162,0.8374694585800171,995.0,20.0,-662.0399169921875,-662.0399169921875,264.7525634765625,264.7525634765625,634.8196585178375,20.0,10,20000,31.505010488641048,8.812263488769531,0.07931116223335266,0.49315395951271057
