# {"t_start": 1621275656.1978102, "env_id": "Fetch-M2-v0"} 
r,l,t
-1040.659796,1000,101.968812
-749.9201,1000,135.823547
-731.735463,1000,169.014674
-562.636983,1000,203.153373
-130.233536,1000,238.096538
-606.169827,1000,273.361243
-1057.06467,1000,307.994752
-1079.586045,1000,344.540758
-680.683104,1000,375.541626
-735.868969,1000,974.466286
-465.265674,1000,1006.406307
-787.529908,1000,1039.34686
-1173.038587,1000,1078.164559
-1311.093502,1000,1109.107746
-1088.503321,1000,1141.216668
-1123.055874,1000,1169.412687
-1180.964211,1000,1197.704597
-723.966457,1000,1224.951752
-731.199496,1000,1252.557856
-729.249247,1000,1819.282751
-735.198568,1000,1849.789177
-786.641139,1000,1881.052706
-526.649997,1000,1910.730985
-1210.295952,1000,1944.346395
-687.824474,1000,1973.183512
-1231.631675,1000,2000.28405
-653.543822,1000,2027.282897
-147.836828,1000,2053.645739
-609.771769,1000,2078.040563
-1205.401365,1000,2649.205081
-1201.043096,1000,2675.189399
-696.9288,1000,2700.908683
-592.746643,1000,2727.101539
-487.97922,1000,2756.485629
-721.556942,1000,2782.726662
-294.328596,1000,2808.904864
-226.533528,1000,2835.964735
-420.211073,1000,2859.311312
-1477.512134,1000,2883.570407
-286.621849,1000,3487.669173
-297.154644,1000,3514.056414
-181.23473,1000,3540.224932
-361.246913,1000,3566.580331
-302.076629,1000,3592.252565
-168.542881,1000,3617.221785
-554.079296,1000,3645.442873
-587.459764,1000,3669.561867
-297.851558,1000,3691.458645
-415.794703,1000,3714.75494
-786.142225,1000,4310.027997
-277.945482,1000,4334.816832
-214.099405,1000,4362.980759
-343.934591,1000,4389.370415
-305.890393,1000,4414.706261
-485.043075,1000,4439.90151
-392.305428,1000,4465.301046
-302.047779,1000,4490.131845
-240.260135,1000,4514.612529
-340.370777,1000,4540.075478
-252.154403,1000,5138.243832
-263.883677,1000,5163.760297
-859.050991,1000,5190.140187
-538.218894,1000,5214.798185
-535.515562,1000,5237.760023
-588.27751,1000,5262.303845
-493.34937,1000,5284.562823
-585.025418,1000,5310.310714
-442.818,1000,5333.602715
-95.572715,1000,5357.806176
-337.935016,1000,5925.612631
-720.825797,1000,5950.442066
-373.02335,1000,5976.296437
-628.807466,1000,6001.426241
-284.411975,1000,6025.621331
-292.600912,1000,6049.653505
-248.11717,1000,6074.631887
-438.524111,1000,6098.111657
-144.106018,1000,6121.673198
-168.259368,1000,6143.857074
-503.876126,1000,6718.460748
-253.856382,1000,6743.271173
-216.840272,1000,6767.178509
-255.825056,1000,6789.814616
-501.889614,1000,6813.46575
-439.103492,1000,6836.04043
-494.645619,1000,6858.4013
-508.060883,1000,6880.076447
-481.602104,1000,6903.617744
-187.845248,1000,6927.486913
-376.684899,1000,7504.698265
-569.111899,1000,7530.643068
-522.287072,1000,7554.635785
-541.271047,1000,7577.125629
-612.97774,1000,7599.229581
-672.730362,1000,7621.147104
-590.64893,1000,7641.92254
-446.423846,1000,7665.345926
-669.535077,1000,7686.925243
-995.351243,1000,7710.238079
-320.228519,1000,8304.406468
-1122.810948,1000,8329.266378
-286.905724,1000,8353.218054
-594.866059,1000,8377.839093
-248.302889,1000,8400.256798
-345.63496,1000,8425.318765
-546.968556,1000,8447.768816
-315.414266,1000,8468.424477
-638.061335,1000,8496.472673
-364.829298,1000,8517.395778
-761.529457,1000,9091.642367
-370.921908,1000,9116.374432
-743.443112,1000,9142.72403
-348.261814,1000,9166.886731
-926.649329,1000,9193.265413
-397.959316,1000,9214.385214
-1350.220902,1000,9235.531416
-224.016731,1000,9259.506723
-905.114313,1000,9281.449388
-1118.182101,1000,9303.95722
-317.598781,1000,9857.58338
-494.857366,1000,9878.198723
-615.696984,1000,9899.281468
-267.689051,1000,9919.466755
-844.460427,1000,9939.416946
-732.680123,1000,9960.876331
-822.053585,1000,9979.881683
-446.81906,1000,10001.280331
-402.44062,1000,10022.317518
-623.897444,1000,10044.730099
-700.995034,1000,10562.88269
-569.232106,1000,10585.178168
-330.912261,1000,10608.890452
-325.971007,1000,10631.2342
-284.146361,1000,10652.15496
-316.287103,1000,10675.006261
-151.655697,1000,10699.699479
-732.939994,1000,10720.879516
-613.36004,1000,10745.22654
-640.282675,1000,10768.677804
-171.890328,1000,11328.260615
-777.501463,1000,11353.324659
-718.801978,1000,11380.221647
-690.763848,1000,11407.436076
-734.110914,1000,11434.059984
-484.992356,1000,11462.611606
-678.408473,1000,11490.308981
-589.114568,1000,11521.824812
-717.505871,1000,11551.280593
-510.94375,1000,11577.940566
-888.398552,1000,12246.75878
-197.573417,1000,12274.187029
-757.60806,1000,12301.889583
-660.190715,1000,12327.117925
-777.964146,1000,12356.79966
-547.827239,1000,12383.094286
-575.817262,1000,12412.507674
-179.762957,1000,12440.738744
-424.514047,1000,12467.542686
-649.72148,1000,12493.799216
-452.03829,1000,13034.642938
-689.843681,1000,13060.609099
-502.989166,1000,13085.955719
-697.024991,1000,13109.875313
-456.918475,1000,13136.375043
-621.134129,1000,13162.58617
-446.304236,1000,13190.943521
-704.88578,1000,13217.25299
-419.29736,1000,13245.38544
-314.434125,1000,13272.723851
-671.847112,1000,13806.161597
-490.480323,1000,13829.732198
-629.159253,1000,13856.686079
-508.705984,1000,13879.625739
-653.652125,1000,13904.476414
-140.006173,1000,13932.746886
-95.434532,1000,13957.650643
-292.529717,1000,13984.847115
-349.901412,1000,14008.243723
-485.49467,1000,14033.450808
-308.932054,1000,14571.263402
-343.123502,1000,14598.390382
-297.680788,1000,14623.535435
-279.62081,1000,14649.105579
-414.049689,1000,14674.851692
-903.09589,1000,14703.229149
-458.418382,1000,14728.739968
-183.667493,1000,14755.748023
-136.278128,1000,14779.950861
-112.977275,1000,14805.349724
-496.498409,1000,15321.233157
-141.301679,1000,15348.428984
-189.069302,1000,15382.122378
-215.296138,1000,15409.993444
-740.772375,1000,15439.086454
