# {"t_start": 1621263911.7180703, "env_id": "Fetch-M2-v0"} 
r,l,t
-890.437322,1000,16.626065
-873.977574,1000,32.173616
-1059.739313,1000,89.78583
-785.037471,1000,101.999615
-593.310279,1000,156.154438
-663.087739,1000,167.822571
-628.925244,1000,224.739604
-771.195317,1000,236.84427
-563.826315,1000,291.551309
-712.076369,1000,304.182311
-579.869311,1000,360.867824
-1044.633051,1000,374.782742
-745.872155,1000,430.115294
-722.519963,1000,442.82575
-603.406273,1000,496.38097
-653.82185,1000,508.74793
-579.051589,1000,563.608415
-691.211301,1000,575.995473
-766.716011,1000,628.436886
-1135.369702,1000,642.290682
-767.108864,1000,696.806754
-553.335985,1000,709.053234
-763.394577,1000,762.844791
-596.267791,1000,775.082168
-668.860331,1000,830.024153
-593.782571,1000,841.220624
-584.276541,1000,896.109146
-745.267414,1000,908.537326
-586.134099,1000,964.13094
-545.405156,1000,977.383902
-731.631149,1000,1030.794504
-761.353369,1000,1042.280028
-600.641083,1000,1094.806089
-944.035188,1000,1107.54076
-642.071318,1000,1159.559729
-559.047229,1000,1172.287676
-757.955471,1000,1221.838751
-646.695396,1000,1234.468937
-661.492136,1000,1285.216967
-582.21201,1000,1298.296386
-618.229295,1000,1351.572087
-606.137461,1000,1362.891641
-680.037616,1000,1416.042495
-169.846605,1000,1430.285604
-539.836123,1000,1484.61433
-778.474242,1000,1496.049131
-688.782024,1000,1550.391953
-560.840043,1000,1563.153221
-599.17987,1000,1617.313149
-771.390716,1000,1628.681482
-759.857601,1000,1682.393366
-562.334768,1000,1694.679734
-733.53902,1000,1747.594176
-774.08414,1000,1760.407642
-631.966721,1000,1813.798124
-641.385695,1000,1826.407745
-742.952025,1000,1876.471257
-773.983021,1000,1889.279642
-600.0689,1000,1943.55787
-569.725335,1000,1956.289908
-755.478525,1000,2011.355726
-775.942309,1000,2025.623595
-751.541462,1000,2078.817239
-766.920105,1000,2091.085521
-563.913255,1000,2146.096499
-709.072658,1000,2159.78053
-743.399943,1000,2209.933615
-678.952258,1000,2222.538978
-599.161118,1000,2276.394992
-714.463402,1000,2288.35857
-611.918575,1000,2342.301601
-574.375267,1000,2354.515333
-639.886929,1000,2409.229357
-635.824499,1000,2421.025725
-604.977947,1000,2475.058725
-600.573386,1000,2487.332714
-578.42799,1000,2540.421112
-765.455025,1000,2552.325411
-582.011621,1000,2606.857278
-747.799152,1000,2619.742536
-685.000123,1000,2673.551672
-701.647027,1000,2685.592817
-756.418406,1000,2739.989206
-589.633011,1000,2752.834332
-603.605063,1000,2805.528181
-587.288404,1000,2817.863886
-770.897674,1000,2873.153051
-594.420344,1000,2884.828727
-745.842676,1000,2934.751796
-613.321367,1000,2946.660299
-654.277494,1000,2999.12461
-575.892277,1000,3011.24697
-588.14089,1000,3065.448365
-674.478866,1000,3078.207696
-731.933404,1000,3130.816633
-571.701544,1000,3143.879771
-733.866404,1000,3199.857219
-653.200406,1000,3212.312034
-709.078951,1000,3268.148089
-573.287933,1000,3281.302736
-775.426311,1000,3338.153381
-560.712553,1000,3350.583189
-598.508503,1000,3406.491067
-694.819449,1000,3418.794015
-580.587996,1000,3473.715616
-786.416812,1000,3485.14235
-745.738422,1000,3547.802272
-604.256219,1000,3560.711636
-600.384282,1000,3625.262414
-679.570545,1000,3637.558007
-612.692736,1000,3699.631805
-731.000381,1000,3714.119822
-728.422545,1000,3778.262464
-749.051979,1000,3791.804015
-778.174783,1000,3856.914638
-562.891507,1000,3869.621217
-728.232463,1000,3930.768618
-695.617821,1000,3944.302366
-655.529206,1000,4003.605205
-610.324532,1000,4017.337878
-760.607518,1000,4077.729511
-783.466621,1000,4092.866342
-592.281718,1000,4153.020937
-737.233873,1000,4168.728437
-640.830793,1000,4228.930746
-650.767493,1000,4242.32115
-800.471502,1000,4303.488195
-643.682096,1000,4317.690395
-746.236895,1000,4378.723109
-626.000501,1000,4393.019522
-694.599984,1000,4456.800834
-578.773541,1000,4470.651025
-782.703632,1000,4534.57334
-770.966807,1000,4547.917467
-634.274393,1000,4607.946113
-748.093268,1000,4622.546177
-753.287024,1000,4685.2419
-736.657668,1000,4698.149119
-652.510203,1000,4759.241518
-785.982764,1000,4774.068563
-612.0199,1000,4835.512984
-568.508474,1000,4850.941379
-661.701958,1000,4910.930071
-695.874707,1000,4923.971187
-646.618152,1000,4986.33771
-751.835746,1000,5000.068487
-575.7886,1000,5058.363908
-583.700326,1000,5071.192039
-747.490657,1000,5135.388515
-753.797997,1000,5148.826619
-790.203287,1000,5207.515233
-732.516084,1000,5221.956619
-698.319514,1000,5283.006092
-797.026926,1000,5296.900881
-774.333753,1000,5356.634315
-563.240142,1000,5371.228266
-727.855515,1000,5432.741821
-724.745025,1000,5448.250126
-622.838679,1000,5510.257954
-711.62447,1000,5523.40109
-754.870052,1000,5585.990277
-616.940267,1000,5600.065773
-571.631321,1000,5660.564227
-718.539768,1000,5672.513125
-765.454465,1000,5732.713837
-582.796335,1000,5747.9646
-572.78723,1000,5806.80047
-609.206098,1000,5819.867409
-752.328994,1000,5882.348125
-649.245213,1000,5897.274613
-735.17712,1000,5960.268959
-686.525165,1000,5974.247674
-571.750021,1000,6036.212633
-576.086937,1000,6049.327154
-609.486955,1000,6115.913702
-746.098794,1000,6129.263057
-603.757364,1000,6189.145537
-567.766728,1000,6203.520664
-578.42673,1000,6262.932835
-794.619813,1000,6275.565657
-754.329654,1000,6339.172094
-585.822712,1000,6352.984271
-606.247363,1000,6415.803365
-804.489159,1000,6429.687318
-651.870951,1000,6493.024627
-594.162746,1000,6506.150977
-784.134165,1000,6566.678857
-576.772148,1000,6580.106752
-751.507453,1000,6642.032838
-601.688185,1000,6653.978126
-748.411874,1000,6711.167225
-681.19509,1000,6724.849424
-776.710808,1000,6788.538172
-610.38752,1000,6801.112675
-610.969863,1000,6865.616
-621.329756,1000,6878.109711
-669.956834,1000,6939.328396
-634.134038,1000,6952.882542
-743.559572,1000,7013.211668
-561.069392,1000,7026.681108
-648.606044,1000,7090.823005
-608.275447,1000,7105.128726
-607.626319,1000,7168.579221
-609.837202,1000,7181.950324
-606.760265,1000,7241.775598
-753.183026,1000,7253.806807
-772.303195,1000,7311.274749
-630.163561,1000,7324.808466
-596.084392,1000,7386.259689
-747.71354,1000,7400.072637
-744.638308,1000,7460.351497
-732.351537,1000,7473.213911
-743.374216,1000,7531.244334
-689.625417,1000,7543.872126
-755.119548,1000,7598.50945
-654.701827,1000,7611.928821
-706.172127,1000,7668.780918
-593.755909,1000,7683.313214
-629.395768,1000,7744.740893
-613.681465,1000,7757.674568
