# {"t_start": 1621263912.9052248, "env_id": "Fetch-M2-v0"} 
r,l,t
-878.831221,1000,20.32621
-716.101228,1000,34.692569
-951.597185,1000,96.609879
-433.436495,1000,109.930397
-685.487166,1000,168.553138
-686.487079,1000,180.384244
-263.475763,1000,246.893549
-245.487194,1000,261.50895
-694.905351,1000,320.732486
-1029.09775,1000,334.879714
-837.485536,1000,396.528769
-720.900532,1000,408.441961
-573.830763,1000,467.891087
-526.618425,1000,482.113088
-701.912894,1000,541.389928
-296.441307,1000,555.385334
-606.932229,1000,611.960724
-560.344366,1000,624.242415
-484.364822,1000,684.461505
-489.109083,1000,696.295279
-546.87167,1000,750.213887
-478.027665,1000,764.252893
-528.172391,1000,823.7706
-626.008258,1000,835.521006
-643.518987,1000,893.176683
-488.93125,1000,906.671299
-574.329553,1000,967.441717
-664.79898,1000,980.453533
-635.028043,1000,1039.524137
-580.470575,1000,1052.424397
-645.073681,1000,1111.506218
-442.776861,1000,1125.271407
-55.621714,1000,1183.031145
-377.619387,1000,1196.698318
-630.429786,1000,1253.148808
-293.728271,1000,1265.988662
-484.783449,1000,1326.663182
-487.523762,1000,1340.063858
-552.367439,1000,1401.461444
-562.341272,1000,1414.740241
-330.866185,1000,1476.106145
-541.448227,1000,1489.742499
-496.252498,1000,1551.159501
-339.98766,1000,1565.932677
-400.408293,1000,1624.071346
-368.732728,1000,1637.7612
-282.442554,1000,1697.626712
-406.407955,1000,1713.31245
-280.231657,1000,1770.093811
-334.12678,1000,1783.898573
-352.931476,1000,1841.793175
-404.748217,1000,1853.868834
-628.980427,1000,1912.57518
-529.244823,1000,1926.350351
-753.952829,1000,1992.265187
-779.136081,1000,2013.422613
-691.021553,1000,2074.359985
-857.072955,1000,2087.757364
-726.636097,1000,2151.84926
-1173.914815,1000,2164.799264
-1168.876182,1000,2224.316237
-1126.988819,1000,2236.883885
-1196.958911,1000,2297.028267
-861.320311,1000,2311.606263
-268.441757,1000,2376.560405
-816.734456,1000,2390.653911
-878.100143,1000,2448.410872
-646.923969,1000,2461.744022
-1131.293888,1000,2520.908171
-1010.895963,1000,2535.044624
-84.127088,1000,2594.860773
-1190.151549,1000,2608.696476
-1169.334165,1000,2668.797018
-971.348642,1000,2681.785018
-1179.517084,1000,2745.998398
-1294.536084,1000,2758.670986
-1121.302539,1000,2817.369477
-1247.874256,1000,2831.38789
-295.108567,1000,2896.581257
-558.661706,1000,2910.023688
-397.87401,1000,2974.38026
-422.544849,1000,2988.576969
-284.678221,1000,3050.816784
-319.274641,1000,3065.124466
-336.460107,1000,3126.082125
-593.116094,1000,3139.722855
-258.038947,1000,3202.212148
-173.98777,1000,3216.869611
-237.593802,1000,3280.454169
-551.079555,1000,3295.913266
-146.499423,1000,3356.603364
-309.873342,1000,3369.603721
-204.372768,1000,3429.563149
-233.700336,1000,3444.651797
-150.825041,1000,3511.161245
-279.06096,1000,3528.391694
-325.73174,1000,3598.373827
-318.492706,1000,3614.748757
-515.493525,1000,3686.266822
-153.651374,1000,3702.568626
-183.0458,1000,3775.919168
-494.193905,1000,3790.809199
-217.32445,1000,3861.759817
-253.679687,1000,3877.614602
-257.441908,1000,3951.835992
-314.647702,1000,3966.644203
-102.444737,1000,4038.514797
-137.06767,1000,4052.023723
-260.678498,1000,4125.723608
-157.921608,1000,4141.627374
-279.835033,1000,4210.990163
-328.885313,1000,4227.446379
-301.455268,1000,4298.522781
-229.942882,1000,4314.664095
-304.301424,1000,4387.135873
-248.802364,1000,4402.587454
-298.293746,1000,4471.343338
-91.58762,1000,4488.522626
-212.115766,1000,4558.829782
-543.467434,1000,4575.241695
-356.648123,1000,4638.320281
-281.801173,1000,4654.225626
-305.444413,1000,4723.727116
-558.68237,1000,4739.913917
-315.086419,1000,4809.385485
-307.971072,1000,4823.4436
-96.358833,1000,4895.069385
-109.393035,1000,4912.49901
-266.021235,1000,4979.349917
-231.000958,1000,4994.703204
-483.238839,1000,5065.213473
-320.440989,1000,5080.243381
-314.003446,1000,5148.951082
-362.114484,1000,5165.476335
-292.713446,1000,5236.946262
-256.21674,1000,5250.837608
-218.110303,1000,5324.051177
-85.789982,1000,5338.232261
-259.191322,1000,5407.602091
-287.749139,1000,5423.554989
-207.489749,1000,5494.998045
-262.25379,1000,5512.241125
-333.959936,1000,5584.095706
-335.280308,1000,5599.055343
-287.069126,1000,5667.198676
-279.458023,1000,5680.84676
-152.204933,1000,5751.689051
-431.332094,1000,5766.063074
-240.354979,1000,5836.167796
-310.304552,1000,5851.613694
-295.475932,1000,5921.751227
-272.327953,1000,5936.555634
-320.88268,1000,6006.553575
-237.576946,1000,6020.234149
-303.764508,1000,6090.48035
-239.593221,1000,6104.841645
-468.703414,1000,6174.577212
-589.824181,1000,6191.467683
-304.449393,1000,6258.916546
-226.103869,1000,6274.699812
-190.952012,1000,6342.357436
-113.227048,1000,6357.863935
-369.338271,1000,6428.152964
-530.825984,1000,6442.657287
-131.778875,1000,6511.268382
-225.459942,1000,6528.66016
-225.992646,1000,6597.559958
-558.845097,1000,6615.457736
-309.044952,1000,6680.770709
-183.825989,1000,6697.00909
-93.91881,1000,6766.863112
-620.759012,1000,6781.77378
-324.745472,1000,6852.862314
-134.65896,1000,6868.454214
-314.124318,1000,6939.144124
-570.842791,1000,6954.904978
-87.765447,1000,7023.343194
-172.377437,1000,7039.077397
-288.172114,1000,7108.402274
-595.038338,1000,7123.064069
-309.943399,1000,7196.038435
-212.757693,1000,7211.137156
-504.005726,1000,7281.516125
-621.673989,1000,7297.510574
-480.735342,1000,7364.389956
-388.864951,1000,7380.334452
-275.54492,1000,7447.655123
-208.493507,1000,7464.254609
-288.216713,1000,7529.815913
-201.041789,1000,7544.914576
-356.683683,1000,7606.68341
-257.058538,1000,7622.17145
-1259.977151,1000,7690.76837
-232.644767,1000,7705.62197
-240.088609,1000,7772.011247
-268.193434,1000,7786.11544
-546.316175,1000,7848.413352
-605.186265,1000,7865.59679
-199.63065,1000,7931.812992
-348.113831,1000,7945.781714
-300.917051,1000,8010.082543
-547.676855,1000,8024.026095
-146.092313,1000,8084.858211
-530.709795,1000,8099.862946
-345.347889,1000,8160.661052
-287.817974,1000,8174.474378
-192.620435,1000,8237.887203
-101.020584,1000,8250.836952
-168.229228,1000,8312.471691
-293.676747,1000,8326.117583
-307.028433,1000,8388.759242
-109.680347,1000,8402.193877
-226.053053,1000,8459.234783
-511.983377,1000,8474.061986
-609.935943,1000,8528.30439
-251.683851,1000,8543.768923
-504.282104,1000,8603.983141
-342.050529,1000,8616.166088
-229.051684,1000,8675.625145
-110.705512,1000,8689.067245
